supplierOrTrademark,modelIdentifier,eprelRegistrationNumber,deviceType,energyClass,repairabilityClass,repairabilityIndex,onMarketStartDate,guaranteeDuration,minYearsSoftwareUpdates,ratedBatteryCapacity,batteryEndurancePerCycle,batteryEnduranceInCycles,batteryCyclesFromPDF,batteryUserReplaceable,chargerRequiredOutputPower,chargerReceptacleType,operatingSystem,isFoldable,ingressProtectionRating,ingressProtectionRatingSolid,ingressProtectionRatingWater,immersionDepthWater,screenScratchResistance,repeatedFreeFallReliabilityClass,fallsWithoutDefect,disassemblyDepthScore,fastenersScore,toolsScore,sparePartScore,repairInfoScore,webLinkRepairInstructions,webLinkInfoSparePartsAvailability
Google,G6GPR,2191505,SMARTPHONE,B,B,3.52,2025-06-17,24,7,4404,2406,10,1000,False,7,USB_C,ANDROID,False,IP67,DUST_TIGHT,TEMP_IMMERSION,,MOHS_5,A,270,3.45,1,1.75,PRIORITY,NO_COST,g.co/pixelrepair,g.co/pixelrepair
vivo,V2427,2217839,SMARTPHONE,B,B,3.39,2025-02-26,24,5,5870,3165,8,800,True,55,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_4,C,90,2.4,4.6,3,PRIORITY,NO_COST,https://www.vivo.com/eu/view/support/aboutSelfServiceRepair?code=selfServiceRepair,https://www.vivo.com/eu/view/support/aboutSelfServiceRepair?code=selfServiceRepair
realme,RMX5303,2330330,SMARTPHONE,A,B,3.47,2025-06-25,24,6,5830,3946,10,1000,True,5,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_6,A,270,3.2,3.6,3.2,PRIORITY,NO_COST_PROFESSIONAL_REPAIRERS,https://www.realme.com/global/support/user-manuals,https://telesalon.pl/firm-eng-1639151509-Realme.html
DOOGEE,Blade10 Pro Energy,2391817,SMARTPHONE,B,B,3.4,2025-06-18,12,5,5150,3050,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.8,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
HMD,TA-1589,2257242,SMARTPHONE,A,B,3.93,2025-06-20,36,5,4900,3600,8,800,True,10,USB_C,ANDROID,False,IP52,DUST_PROTECTED,SPRAY_LESS_THAN_15_DEGREES,,MOHS_8,A,270,4.1,4.4,4,PRIORITY,NO_COST,https://www.hmd.com/en_int/self-repair,https://www.hmd.com/en_int/self-repair
DOOGEE,Fire 6 Ultra,2406182,SMARTPHONE,D,C,3.23,2025-07-03,12,5,15500,6326,11,1100,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,3.25,2.6,3.55,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Google,GZC4K ,2191509,SMARTPHONE,B,C,3.34,2025-06-17,24,7,4942,2970,10,1000,False,7,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_4,A,270,2.7,1.2,1.6,PRIORITY,NO_COST,g.co/pixelrepair,g.co/pixelrepair
AGM MOBILE LIMITED,AGM_H6,2370395,SMARTPHONE,C,B,3.66,2025-05-27,24,5,4900,2260,8,800,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_4,B,269,3.8,3.4,3.7,PRIORITY,NO_COST,/,/
Blackview,BL9000 Pro,2393731,SMARTPHONE,B,C,2.7,2025-06-19,24,5,4400,5226,8,800,False,45,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_7,A,272,2.55,4,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,REASONABLE_FEE_PROFESSIONAL_REPAIRERS,See Manual,See Manual
HAMMER,IRON V,2356675,SMARTPHONE,B,B,3.43,2023-09-07,24,5,6320,3365,5,500,False,8,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.2,MOHS_6,A,415,4.15,4.8,2.95,PRIORITY,NO_COST_PROFESSIONAL_REPAIRERS,www.mptech.eu,www.mptech.eu
MUNBYN,MC005,2389763,SMARTPHONE,A,C,3.1,2025-06-16,12,5,3520,5449,15,1500,False,30,USB_C,ANDROID,False,IP65,DUST_TIGHT,JETTING,,MOHS_5,A,270,3.25,2.6,3.7,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Samsung,SM-G556B,2301639,SMARTPHONE,A,B,3.67,2024-01-12,24,5,3950,2482,20,2000,True,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.65,3.9,3.5,PRIORITY,NO_COST,https://www.samsung.com,https://www.samsung.com/uk/support/self-repair-and-spare-parts/
UMIDIGI,PG5FBG9XA,2382919,SMARTPHONE,C,B,3.44,2025-06-09,12,5,5000,2644,16,1600,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.8,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
DOOGEE,Blade10 Energy,2391812,SMARTPHONE,B,B,3.4,2025-06-18,12,5,5150,3050,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.8,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
vivo,V2453,2220154,SMARTPHONE,B,B,3.49,2025-03-15,24,5,5090,2764,10,1000,True,55,USB_C,ANDROID,False,IP65,DUST_TIGHT,JETTING,,MOHS_4,A,270,2.8,4.6,3,PRIORITY,NO_COST,https://www.vivo.com/eu/view/support/aboutSelfServiceRepair?code=selfServiceRepair,https://www.vivo.com/eu/view/support/aboutSelfServiceRepair?code=selfServiceRepair
Blackview,BV6200 Pro,2389124,SMARTPHONE,B,C,2.7,2025-06-16,24,5,13000,7578,5,500,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_7,A,276,3.05,4.2,2.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,REASONABLE_FEE_PROFESSIONAL_REPAIRERS,See Manual,See Manual
OPPO,CPH2725,2316705,SMARTPHONE,A,B,3.72,2025-07-01,24,6,5860,3843,16,1600,True,10,USB_C,ANDROID,False,IP65,DUST_TIGHT,JETTING,,MOHS_4,A,270,2.7,4.3,3,PRIORITY,NO_COST,https://support.oppo.com/en/answer/?aid=2204306,https://support.oppo.com/en/answer/?aid=2204306
CUBOT,A10,2400659,SMARTPHONE,B,B,3.35,2025-06-27,12,5,5100,3101,14,1400,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,A,270,3.6,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
UMIDIGI,PG5FBG10G,2398351,SMARTPHONE,B,B,3.37,2025-06-25,12,5,5200,3193,14,1400,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,A,270,3.5,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Blackview,WAVE 8,2378033,SMARTPHONE,A,B,3.7,2025-06-04,12,5,5000,4267,11,1100,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.6,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,/,/
realme,RMX5056,2275651,SMARTPHONE,A,B,3.62,2025-03-01,24,6,5860,5065,10,1000,True,5,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1,MOHS_6,A,270,3.1,5,4,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,https://www.realme.com/global/support/user-manuals,https://telesalon.pl/firm-eng-1639151509-Realme.html
DOOGEE,S200 Ultra,2391856,SMARTPHONE,B,C,3.2,2025-06-18,12,5,10100,5913,10,1000,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Redmi,24090RA29G,2307450,SMARTPHONE,C,C,2.61,2025-06-20,12,5,5010,2451,10,1000,False,45,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,B,180,3,3,2.4,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,spare-parts.mi.com,spare-parts.mi.com
DOOGEE,Fire 3 Pro,2389159,SMARTPHONE,A,C,3.25,2025-06-16,12,5,8350,5460,11,1100,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,D,45,3.3,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
DORO,DSB-0550,2342346,SMARTPHONE,B,B,3.7,2025-05-20,24,5,3000,1655,10,1000,True,10,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_6,B,180,3.6,3.8,3.85,PRIORITY,NO_COST,www.doro.com/repair,www.doro.com/repair
OUKITEL,C53,2395774,SMARTPHONE,B,C,3.33,2025-06-23,12,5,4300,2375,10,1000,False,5,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_4,B,180,3.4,2.6,3.95,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OnePlus,CPH2645,2259710,SMARTPHONE,A,B,3.83,2025-01-14,24,6,5860,3894,12,1200,True,10,USB_C,ANDROID,False,IP65,DUST_TIGHT,JETTING,,MOHS_4,C,120,3.3,4.9,2.15,PRIORITY,NO_COST,https://service.oneplus.com/ie/search/search-detail?id=2210110,https://service.oneplus.com/ie/search/search-detail?id=2210110
TCL,T803D,2352184,SMARTPHONE,B,B,3.38,2024-07-27,24,5,4900,2673,10,1000,True,33,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_7,B,180,2.8,3.2,3.7,PRIORITY,NO_COST,https://www.tcl.com/mobile-support,https://storesp.tcl.com
HONOR,DNY-NX9,2327958,SMARTPHONE,A,B,3.63,2025-05-19,24,5,5170,3388,12,1200,True,10,USB_C,ANDROID,False,IP65,DUST_TIGHT,JETTING,,MOHS_4,B,180,3.8,3.6,4.3,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://www.honor.com/de/support/self-repair,https://honor.gsmnet.eu/
Sonim,XP400,2365977,SMARTPHONE,B,C,3.05,2024-12-30,36,5,4960,2988,10,1000,False,1,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,300,3.2,3,1,PRIORITY,NO_COST,https://www.sonimtech.com/our-difference/esg,https://www.sonimtech.com/our-difference/esg/repairability
CUBOT,A30,2400669,SMARTPHONE,B,B,3.35,2025-06-27,12,5,5100,3163,8,800,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,A,270,3.6,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
SONY,XQ-FS54,2265024,SMARTPHONE,B,D,1.78,2025-05-16,24,5,4850,2610,14,1400,False,3,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,B,181,2.8,1.2,1,DISPLAY,NO_COST_PROFESSIONAL_REPAIRERS,https://www.sony.co.uk/electronics/support/mobile-phones-tablets-mobile-phones/xperia-1-vii-256gb,https://www.sony.co.uk/electronics/support/articles/00287579
MUNBYN,IPDA102,2389759,SMARTPHONE,A,C,3.1,2025-06-16,12,5,3520,5449,15,1500,False,30,USB_C,ANDROID,False,IP65,DUST_TIGHT,JETTING,,MOHS_5,A,270,3.25,2.6,3.7,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,/,/
nubia,Z2464N,2337295,SMARTPHONE,A,B,3.45,2025-04-15,24,5,5200,3637,8,800,True,18,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_4,D,45,2.9,3.2,4,PRIORITY,NO_COST,https://www.ztedevices.com/en/support.html,https://www.ztedevices.com/en/support/service-center.html
DOOGEE,V40 Max,2406312,SMARTPHONE,C,C,3.18,2025-07-03,12,5,8680,7916,12,1200,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,3,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Ainuevo,Neo S25 Pro,2396773,SMARTPHONE,C,B,3.45,2025-06-25,12,5,5280,2700,11,1100,False,18,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,D,45,3.8,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,Refer the use manual,Refer the use manual
DOOGEE,V Max Plus,2406230,SMARTPHONE,D,C,3.16,2025-07-03,12,5,22000,8818,13,1300,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,2.95,2.6,3.55,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
realme,RMX5057,2285792,SMARTPHONE,A,B,3.62,2025-04-01,24,6,5130,3999,10,1000,True,5,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1,MOHS_6,A,270,3.1,5,4,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,https://www.realme.com/global/support/user-manuals,https://telesalon.pl/firm-eng-1639151509-Realme.html
ulefone,Armor  X32 Pro,2392621,SMARTPHONE,B,C,3.24,2025-03-21,24,5,5500,3195,10,1000,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_4,A,270,3.15,2.2,3.15,PRIORITY,NO_COST,https://www.ulefone.com/pages/support-centers,https://www.ulefone.com/pages/support-centers
FOSSIBOT,F106 Pro,2383617,SMARTPHONE,E,C,3.07,2025-06-10,12,5,12000,4579,12,1200,False,30,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1,MOHS_5,A,270,2.5,2.6,3.7,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Blackview,BV4800 SE,2394342,SMARTPHONE,B,C,2.7,2025-06-20,24,5,5100,2976,8,800,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_7,A,281,2.9,4,3.15,DISPLAY_BATTERY_BACK_COVER_CAMERAS,REASONABLE_FEE_PROFESSIONAL_REPAIRERS,See Manual,See Manual
OUKITEL,WP19 Pro,2395819,SMARTPHONE,B,C,3.31,2025-06-23,12,5,22000,9999,10,1000,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.5,2.6,3.65,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
FOSSIBOT,S3 Pro,2390320,SMARTPHONE,B,B,3.37,2025-06-17,12,5,5000,2850,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.7,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
Blackview,BL8800 Pro,2393713,SMARTPHONE,B,C,2.99,2025-06-19,24,5,8380,4894,8,800,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_7,A,282,3.85,4,4.5,DISPLAY_BATTERY_BACK_COVER,REASONABLE_FEE_PROFESSIONAL_REPAIRERS,See Manual,See Manual
DOOGEE,V40X,2406301,SMARTPHONE,C,C,3.18,2025-07-03,12,5,8680,7916,12,1200,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,3,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,WP23 Pro,2394015,SMARTPHONE,C,B,3.94,2025-06-20,84,5,10600,5635,10,1000,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,B,252,3.2,4.2,2.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://www.oukitel.com,https://www.oukitel.com
motorola,ThinkPhone25 (XT2409-6),2264841,SMARTPHONE,A,B,3.96,2024-11-21,24,7,4180,3044,12,1200,False,68,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_4,B,180,2.3,3.3,4.3,PRIORITY,NO_COST,https://www.replacebase.eu/motorola-guide,https://www.replacebase.eu/genuine-motorola-parts
JCB Phone,Toughphone E10,2366091,SMARTPHONE,B,E,2,2025-06-08,24,5,6400,3435,8,800,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1,MOHS_6,A,400,1,1,3,DISPLAY,REASONABLE_FEE_PROFESSIONAL_REPAIRERS,www.jcbphone.com/support,www.jcbphone.com
VIQEE,S24 Ultra,2393771,SMARTPHONE,A,A,4.1,2025-06-01,1,5,4500,240,8,800,False,10,USB_C,ANDROID,False,IP30,MORE_THAN_2_5MM,NO_PROTECTION,,MOHS_6,B,183,5,5,5,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,https://www.temu.com/us-zh-Hans/Mobix-m-634418218546979.html,https://www.temu.com/us-zh-Hans/Mobix-m-634418218546979.html
FOSSIBOT,F105,2390307,SMARTPHONE,D,C,3.27,2025-06-17,12,5,10300,4650,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.35,2.6,3.65,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
DOOGEE,V40 Pro,2406300,SMARTPHONE,C,C,3.18,2025-07-03,12,5,8680,7916,12,1200,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,3,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
DOOGEE,N55 Plus,2402075,SMARTPHONE,C,B,3.37,2025-06-28,12,5,5150,2573,11,1100,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,B,180,3.7,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
UMIDIGI,PG5FBG10X,2394250,SMARTPHONE,C,B,3.44,2025-06-20,12,5,5000,2644,16,1600,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.8,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
UMIDIGI,PG5MBG10P,2394259,SMARTPHONE,C,B,3.44,2025-06-20,12,5,5000,2644,16,1600,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_5,A,270,3.8,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
DOOGEE,Blade10 Power,2402026,SMARTPHONE,C,C,3.18,2025-06-28,12,5,10300,5112,11,1100,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,2.95,2.6,3.7,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
DOOGEE,Blade10 Pro,2391805,SMARTPHONE,B,B,3.4,2025-06-18,12,5,5150,3050,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.8,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,G1,2394507,SMARTPHONE,C,B,3.94,2025-06-20,84,5,10600,5150,10,1000,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,3.2,4.2,2.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://www.oukitel.com,https://www.oukitel.com
DOOGEE,Blade10,2389182,SMARTPHONE,B,B,3.4,2025-06-16,12,5,5150,3050,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.8,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
motorola,g15 power (XT2521-5),2208426,SMARTPHONE,A,B,3.39,2025-01-05,60,5,5820,3727,10,1000,False,20,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_5,B,180,2.3,3.4,4.35,PRIORITY,NO_COST,https://www.replacebase.eu/motorola-guide,https://www.replacebase.eu/genuine-motorola-parts
myPhone,N23 Plus,2367079,SMARTPHONE,B,B,3.86,2024-09-16,24,5,5000,2985,5,500,False,10,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_6,C,95,4.8,4.8,4.3,PRIORITY,NO_COST_PROFESSIONAL_REPAIRERS,www.mptech.eu,www.mptech.eu
ulefone,Armor 23 Ultra,2402674,SMARTPHONE,B,C,3.13,2024-01-16,24,5,2640,2871,10,1000,False,99,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_4,A,270,2.45,2.1,3.7,PRIORITY,NO_COST, https://www.ulefone.com/pages/support-centers, https://www.ulefone.com/pages/support-centers
HONOR,PTP-N49,2338844,SMARTPHONE,A,B,3.63,2025-01-22,24,5,5170,3387,12,1200,True,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,C,90,3.8,3.6,4.3,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://www.honor.com/de/support/self-repair,https://honor.gsmnet.eu/
ulefone,Armor 30,2393010,SMARTPHONE,A,C,3.04,2025-06-11,24,5,12800,8310,10,1000,False,66,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,2,MOHS_4,A,270,2.35,2.2,3.15,PRIORITY,NO_COST,https://www.ulefone.com/pages/support-centers,https://www.ulefone.com/pages/support-centers
OSCAL,TIGER 12,2394844,SMARTPHONE,B,B,3.44,2025-06-20,24,5,4850,2898,8,800,False,27,USB_C,ANDROID,False,IP44,MORE_THAN_1MM,SPLASHING,,MOHS_7,C,114,4.55,4.6,4.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,REASONABLE_FEE_PROFESSIONAL_REPAIRERS,See Manual,See Manual
DORO,DSB-0560,2331115,SMARTPHONE,B,B,3.56,2025-05-20,24,5,5000,2897,10,1000,True,10,USB_C,ANDROID,False,IP54,DUST_PROTECTED,SPLASHING,,MOHS_6,A,270,3.55,2.8,4,PRIORITY,NO_COST,www.doro.com/repair,www.doro.com/repair
VIQEE,S25 Ultra,2393787,SMARTPHONE,A,A,4.1,2025-06-01,1,5,4500,240,8,800,False,10,USB_C,ANDROID,False,IP30,MORE_THAN_2_5MM,NO_PROTECTION,,MOHS_6,B,183,5,5,5,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,https://www.temu.com/us-zh-Hans/Mobix-m-634418218546979.html,https://www.temu.com/us-zh-Hans/Mobix-m-634418218546979.html
DOOGEE,S Punk Pro,2406323,SMARTPHONE,C,C,3.16,2025-07-03,12,5,10800,5267,11,1100,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,2.95,2.6,3.6,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,WP53,2383623,SMARTPHONE,B,C,3.17,2025-06-10,12,5,11000,5891,12,1200,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,2.9,2.6,3.7,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
realme,RMX5054,2269879,SMARTPHONE,A,B,3.75,2025-03-10,24,6,5130,3643,10,1000,True,5,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,B,180,3.6,5,4,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,https://www.realme.com/global/support/user-manuals,https://telesalon.pl/firm-eng-1639151509-Realme.html
POCO,25053PC47G,2328834,SMARTPHONE,B,C,2.61,2025-06-20,12,5,6330,3843,10,1000,False,90,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,D,45,3,3,2.4,DISPLAY_BATTERY_BACK_COVER,NO_COST_PROFESSIONAL_REPAIRERS,spare-parts.mi.com,spare-parts.mi.com
DOOGEE,Blade10 Ultra Energy,2391819,SMARTPHONE,B,B,3.4,2025-06-18,12,5,5150,3050,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.8,2.6,3.75,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
FOSSIBOT,F112 Pro,2390312,SMARTPHONE,E,C,3.16,2025-06-17,12,5,7150,2850,10,1000,False,10,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,2.9,2.6,3.65,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
motorola,edge 60 pro (XT2507-1),2266111,SMARTPHONE,A,B,3.58,2025-05-24,24,6,5820,4067,10,1000,False,90,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_4,A,270,2.35,3.7,4.3,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST,https://www.replacebase.eu/motorola-guide,https://www.replacebase.eu/genuine-motorola-parts
DOOGEE,Blade GT Ultra,2406125,SMARTPHONE,E,C,3.27,2025-07-03,12,5,5500,1821,13,1300,False,33,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_6,A,270,3.35,2.6,3.65,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
OUKITEL,WP17,2392041,SMARTPHONE,B,B,3.36,2025-06-18,12,5,8300,4366,10,1000,False,18,USB_C,ANDROID,False,IP68,DUST_TIGHT,CONT_IMMERSION,1.5,MOHS_5,A,270,3.45,2.6,4.05,DISPLAY_BATTERY_BACK_COVER_CAMERAS,NO_COST_PROFESSIONAL_REPAIRERS,/,/
